file,line,path,parent,code,status,patch,notes
public/admin/tool/xmldb/actions/edit_index/edit_index.class.php,148,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_index/edit_index.class.php,153,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_index_save/edit_index_save.class.php,183,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_key/edit_key.class.php,103,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_key/edit_key.class.php,152,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_key/edit_key.class.php,158,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_key/edit_key.class.php,163,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_key_save/edit_key_save.class.php,248,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,124,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,158,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,164,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,169,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,171,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,173,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,178,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,180,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,186,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,192,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,192,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,195,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,222,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,230,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,238,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,246,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,252,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,282,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,290,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,298,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,305,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,311,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,337,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,344,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,348,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,351,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table/edit_table.class.php,354,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_table_save/edit_table_save.class.php,110,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,113,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,143,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,146,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,151,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,154,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,160,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,162,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,165,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,165,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,193,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,198,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,202,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,208,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/edit_xml_file/edit_xml_file.class.php,214,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/generate_all_documentation/generate_all_documentation.class.php,98,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,127,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,130,@/,str_replace,$CFG->dirroot . '/',deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,151,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,161,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,171,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,182,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,194,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,209,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,218,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,230,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,241,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/main_view/main_view.class.php,252,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/new_table_from_mysql/new_table_from_mysql.class.php,114,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/new_table_from_mysql/new_table_from_mysql.class.php,121,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/reconcile_files/reconcile_files.class.php,102,@/,str_replace,$CFG->dirroot . '/',deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/revert_changes/revert_changes.class.php,79,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/view_structure_php/view_structure_php.class.php,96,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/view_structure_php/view_structure_php.class.php,114,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/view_structure_sql/view_structure_sql.class.php,84,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/view_table_php/view_table_php.class.php,109,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/view_table_php/view_table_php.class.php,162,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/admin/tool/xmldb/actions/view_table_sql/view_table_sql.class.php,91,@,str_replace,$CFG->dirroot,deferred,,"XMLDB tool: entry-point redesign, not per-row patch (see docs/dirroot-wrangling-strategy.md)"
public/cache/classes/definition.php,461,@,strpos,$CFG->dirroot,patched,cache-classes-definition.patch,Guard 'is overrideclassfile already absolute?' before resolving it as a mono path; strpos(dirroot) replaced with !is_inside_codebase(). Prepend on next line left to the rewriter (from_mono_path).
public/cache/classes/definition.php,484,@,strpos,$CFG->dirroot,patched,cache-classes-definition.patch,Same as line 461 for datasourcefile.
public/enrol/flatfile/lib.php,197,@/,strpos,$CFG->dirroot.'/',patched,enrol-flatfile-lib.patch,
public/filter/algebra/algebradebug.php,98,@,,$CFG->dirroot,patched,filter-algebra-algebradebug.patch,
public/filter/algebra/algebradebug.php,111,@,,$CFG->dirroot,patched,filter-algebra-algebradebug.patch,
public/filter/algebra/algebradebug.php,113,@,,$CFG->dirroot,patched,filter-algebra-algebradebug.patch,
public/filter/algebra/algebradebug.php,126,@,,$CFG->dirroot,patched,filter-algebra-algebradebug.patch,
public/filter/algebra/classes/text_filter.php,110,@,,$CFG->dirroot,patched,filter-algebra-classes-text_filter.patch,
public/filter/algebra/classes/text_filter.php,112,@,,$CFG->dirroot,patched,filter-algebra-classes-text_filter.patch,
public/grade/lib.php,1346,@,strlen,$CFG->dirroot,patched,grade-lib.patch,
public/install.php,165,@,,$CFG->dirroot,false-positive,,"Defines/sets dirroot itself, not wrangling; dirroot is not going away (2026-06-12)"
public/lib/adminlib.php,534,@/,strrev,$CFG->dirroot.'/',no-change,,"dirroot used as the web-server document root (checks whether dataroot sits inside the web-served tree); legitimate document-root use, not a code-location lookup, so left unchanged"
public/lib/adminlib.php,560,@/,strrev,$CFG->dirroot.'/',no-change,,"dirroot used as the web-server document root (checks whether dataroot sits inside the web-served tree); legitimate document-root use, not a code-location lookup, so left unchanged"
public/lib/behat/classes/behat_config_manager.php,284,@,symlink,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/behat/classes/behat_config_util.php,249,@/,testing_cli_fix_directory_separator,$CFG->dirroot . DIRECTORY_SEPARATOR,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/behat/classes/behat_config_util.php,558,@,,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/behat/classes/behat_config_util.php,870,@/,realpath,__DIR__.'/../../../',deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/behat/classes/behat_config_util.php,1362,@,str_replace,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/classes/component.php,566,@,,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/classes/component.php,2110,@,dirname,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/classes/event/manager.php,203,@,,$CFG->dirroot,no-change,,"Cached observer records hold absolute paths, so line 238 stores the dirroot they were built under and this line throws the cache away if it has changed. Never precise invalidation - it doesn't spot a new plugin either - just a guard against the whole install having moved. After the split a component can only be relocated by an upgrade, which purges the caches, so it still does its job. Not a path lookup; leave it."
public/lib/classes/event/manager.php,238,@,set,$CFG->dirroot,no-change,,"Stores the current dirroot with the observers cache for line 203 to check on the way back in. See the note there."
public/lib/classes/output/requirements/page_requirements_manager.php,613,@,strpos,$CFG->dirroot,patched,lib-classes-output-requirements-page_requirements_manager.patch,
public/lib/classes/output/requirements/page_requirements_manager.php,614,@,preg_quote,$CFG->dirroot,patched,lib-classes-output-requirements-page_requirements_manager.patch,
public/lib/classes/output/requirements/page_requirements_manager.php,891,@/,strpos,$CFG->dirroot . '/',patched,lib-classes-output-requirements-page_requirements_manager.patch,
public/lib/classes/output/requirements/page_requirements_manager.php,892,@,strlen,$CFG->dirroot,patched,lib-classes-output-requirements-page_requirements_manager.patch,
public/lib/classes/output/theme_config.php,1268,@,str_replace,$CFG->dirroot,no-change,,dirroot is the SCSS source-map basepath paired with wwwroot (document-root correspondence); no single path to convert. Left unchanged; recorded as a MAJOR splitting issue (source maps break for out-of-dirroot sources).
public/lib/classes/output/user_picture.php,361,@,strpos,$CFG->dirroot,patched,lib-classes-output-user_picture.patch,
public/lib/classes/output/user_picture.php,362,@,strlen,$CFG->dirroot,patched,lib-classes-output-user_picture.patch,
public/lib/classes/plugininfo/base.php,674,@,strlen,$CFG->dirroot,patched,lib-classes-plugininfo-base.patch,
public/lib/classes/router.php,104,@,realpath,$CFG->dirroot,no-change,,"guess_basepath(): realpath($CFG->dirroot) feeds only $scriptfile (assigned lines 103 and 109), which is then never read — the returned basepath ($scriptroot) is derived solely from $CFG->wwwroot. So this dirroot reference has no observable effect (dead code); left unchanged. Appears to be a latent upstream bug: the codebase-relative $scriptfile looks intended to feed the basepath but is discarded. (Supersedes the earlier ""document root"" rationale, which described intent, not what the code does.)"
public/lib/classes/router/route_loader.php,163,@,strlen,$CFG->dirroot,patched,lib-classes-router-route_loader.patch,
public/lib/classes/shutdown_manager.php,283,@,strlen,$CFG->dirroot,patched,lib-classes-shutdown_manager.patch,
public/lib/classes/test/phpunit/phpunit_util.php,671,@,str_replace,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/classes/test/test_finder.php,143,@,str_replace,$CFG->dirroot,no-change,,"Test discovery works out for a split with no change here: methods 1+2 (get_plugin_list/get_core_subsystems) are component-driven and find relocated components; method 3's dirroot glob feeds array_diff and only ADDS the un-relocatable core-internal dirs (which stay under dirroot). Line 143's str_replace(dirroot) is safe because $key always comes from the dirroot glob. Verified on Docker 2026-07-11 (phpunit: 359 component-driven, catch-all adds 26 real core dirs + 255 nested-test artifacts). CAVEAT logged in splitting-potential-issues.md: the line-93 backup hack fudges the real subsystem dir backup/util/ui (3 phpunit tests) to dirroot/backup, so a relocated backup subsystem's tests would be missed."
